"year","state","month","number","date"
1998,"SE","AUG",0,1998-08-01
1999,"SE","AUG",0,1999-08-01
2000,"SE","AUG",0,2000-08-01
2001,"SE","AUG",0,2001-08-01
2002,"SE","AUG",2,2002-08-01
2003,"SE","AUG",0,2003-08-01
2004,"SE","AUG",1,2004-08-01
2005,"SE","AUG",0,2005-08-01
2006,"SE","AUG",2,2006-08-01
2007,"SE","AUG",0,2007-08-01
2008,"SE","AUG",1,2008-08-01
2009,"SE","AUG",0,2009-08-01
2010,"SE","AUG",0,2010-08-01
2011,"SE","AUG",2,2011-08-01
2012,"SE","AUG",0,2012-08-01
2013,"SE","AUG",0,2013-08-01
2014,"SE","AUG",0,2014-08-01
2015,"SE","AUG",0,2015-08-01
2016,"SE","AUG",2,2016-08-01
2017,"SE","AUG",0,2017-08-01
2018,"SE","AUG",5,2018-08-01
2019,"SE","AUG",0,2019-08-01
2020,"SE","AUG",1,2020-08-01
1998,"TO","AUG",3748,1998-08-01
1999,"TO","AUG",1284,1999-08-01
2000,"TO","AUG",1952,2000-08-01
2001,"TO","AUG",2239,2001-08-01
2002,"TO","AUG",3313,2002-08-01
2003,"TO","AUG",1553,2003-08-01
2004,"TO","AUG",2036,2004-08-01
2005,"TO","AUG",2781,2005-08-01
2006,"TO","AUG",2066,2006-08-01
2007,"TO","AUG",5963,2007-08-01
2008,"TO","AUG",1679,2008-08-01
2009,"TO","AUG",1141,2009-08-01
